SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-12-2020,Single Family Residential,14406 SE Carmichael Ct,Happy Valley,OR,97086,745000,4,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3041,45302,1995,480,245,,Sold,,,http://www.redfin.com/OR/Happy-Valley/14406-SE-Carmichael-Ct-97086/home/25965917,RMLS,20140207,N,Y,45.4561573,-122.5151025
PAST SALE,August-6-2021,Single Family Residential,3357 SE 16th Ave,Portland,OR,97202,589000,3,2.5,BROOKLYN NEIGHBORHOOD,1689,2178,2016,29,349,,Sold,,,http://www.redfin.com/OR/Portland/3357-SE-16th-Ave-97202/home/103644007,RMLS,21313474,N,Y,45.4986656,-122.6495267
PAST SALE,July-2-2020,Single Family Residential,5021 SE Henry St,Portland,OR,97206,452397,3,2,Portland Southeast,1407,4791,1961,429,322,,Sold,,,http://www.redfin.com/OR/Portland/5021-SE-Henry-St-97206/home/26571193,RMLS,20431206,N,Y,45.4765501,-122.6109156
PAST SALE,March-5-2021,Single Family Residential,4561 NW Continental Pl,Beaverton,OR,97006,450000,3,2.5,NW Washington Co or Sauvie Island,1518,2613,2000,183,296,75,Sold,,,http://www.redfin.com/OR/Beaverton/4561-NW-Continental-Pl-97006/home/25781649,RMLS,21067322,N,Y,45.5528485,-122.8507945
PAST SALE,June-27-2017,Single Family Residential,3037 SE 43rd Ave,Portland,OR,97206,530000,4,1.5,Richmond,2436,4791,1943,1530,218,,Sold,,,http://www.redfin.com/OR/Portland/3037-SE-43rd-Ave-97206/home/26416562,RMLS,17086172,N,Y,45.5005548,-122.6187751
PAST SALE,June-23-2017,Townhouse,16689 NE Halsey St,Portland,OR,97230,230000,2,2,Portland Northeast,1239,,1996,1534,186,150,Sold,,,http://www.redfin.com/OR/Portland/16689-NE-Halsey-St-97230/unit-8/home/26546716,RMLS,17146475,N,Y,45.5345742,-122.4909202
PAST SALE,August-31-2018,Single Family Residential,6814 SE 83rd Ave,Portland,OR,97266,379900,4,2,LENTS,1560,4356,1911,1100,244,,Sold,,,http://www.redfin.com/OR/Portland/6814-SE-83rd-Ave-97266/home/26642635,RMLS,18411445,N,Y,45.4732702,-122.5777881
PAST SALE,December-20-2017,Single Family Residential,15306 SE Clay Ct,Portland,OR,97233,300000,3,2,Portland Southeast,1771,6969,1961,1354,169,,Sold,,,http://www.redfin.com/OR/Portland/15306-SE-Clay-Ct-97233/home/25812544,RMLS,17574760,N,Y,45.5115492,-122.5055773
PAST SALE,September-28-2018,Single Family Residential,824 NE Meadow Dr,Portland,OR,97211,399900,3,2,EAST COLUMBIA,1566,12196,1994,1072,255,,Sold,,,http://www.redfin.com/OR/Portland/824-NE-Meadow-Dr-97211/home/26630814,RMLS,18549671,N,Y,45.59393,-122.6568041
PAST SALE,May-31-2019,Condo/Co-op,1125 NW 9th Ave #521,Portland,OR,97209,330000,1,1,LEXIS CONDO PEARL DISTRICT,692,,2004,827,477,314,Sold,,,http://www.redfin.com/OR/Portland/1125-NW-9th-Ave-97209/unit-521/home/25783321,RMLS,19253764,N,Y,45.5312084,-122.6806888
PAST SALE,September-9-2019,Single Family Residential,1945 SE 77th Ave,Portland,OR,97215,400000,3,2,MONTAVILLA / MT TABOR,1224,5227,1955,726,327,,Sold,,,http://www.redfin.com/OR/Portland/1945-SE-77th-Ave-97215/home/26608596,RMLS,19549293,N,Y,45.5087969,-122.5840069
PAST SALE,October-3-2018,Single Family Residential,7235 SE Clatsop St,Portland,OR,97206,270000,3,2,Portland Southeast,1610,6969,1946,1067,168,,Sold,,,http://www.redfin.com/OR/Portland/7235-SE-Clatsop-St-97206/home/26525782,RMLS,18524287,N,Y,45.4616213,-122.5883733
PAST SALE,May-24-2019,Single Family Residential,2056 NE Highland St,Portland,OR,97211,430000,2,1,WOODLAWN / CONCORDIA,1384,4791,1950,834,311,,Sold,,,http://www.redfin.com/OR/Portland/2056-NE-Highland-St-97211/home/25763659,RMLS,19248767,N,Y,45.5689358,-122.644469
PAST SALE,August-20-2020,Single Family Residential,18709 SE River Rd,Milwaukie,OR,97267,636000,3,2,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3057,24393,1953,380,208,,Sold,,,http://www.redfin.com/OR/Milwaukie/18709-SE-River-Rd-97267/home/26028262,RMLS,20269456,N,Y,45.3873361,-122.6137333
PAST SALE,June-11-2018,Condo/Co-op,3601 SW River Pkwy #1314,Portland,OR,97239,345000,1,1,"Portland West, Raleigh Hills",779,,2006,1181,443,383,Sold,,,http://www.redfin.com/OR/Portland/3601-S-River-Pkwy-97239/unit-1314/home/26447507,RMLS,18077985,N,Y,45.4968883,-122.6699692
PAST SALE,July-13-2021,Single Family Residential,8640 NE Beech St,Portland,OR,97220,439000,4,2,Portland Northeast,1594,6534,1948,53,275,,Sold,,,http://www.redfin.com/OR/Portland/8640-NE-Beech-St-97220/home/26546454,RMLS,21109682,N,Y,45.5493217,-122.5737762
PAST SALE,August-20-2021,Single Family Residential,2535 SW Sherwood Dr,Portland,OR,97201,945000,4,3,PORTLAND HEIGHTS,2287,19602,1968,15,413,,Sold,,,http://www.redfin.com/OR/Portland/2535-SW-Sherwood-Dr-97201/home/26621052,RMLS,21357199,N,Y,45.5014052,-122.7005924
PAST SALE,October-10-2018,Single Family Residential,403 NE 74th Ave,Portland,OR,97213,375000,3,1,MONTAVILLA,1600,,1898,1060,234,,Sold,,,http://www.redfin.com/OR/Portland/403-NE-74th-Ave-97213/unit-A/home/26320834,RMLS,18031359,N,Y,45.5255685,-122.5870421
PAST SALE,May-16-2019,Single Family Residential,3811 NE 14th Ave,Portland,OR,97212,575000,4,2.5,SABIN,1712,4791,1980,842,336,,Sold,,,http://www.redfin.com/OR/Portland/3811-NE-14th-Ave-97212/home/26541211,RMLS,19370102,N,Y,45.5503102,-122.6520324
PAST SALE,May-15-2019,Single Family Residential,8500 SE Washington St,Portland,OR,97216,380000,2,1,MONTAVILLA,741,4791,1947,843,513,,Sold,,,http://www.redfin.com/OR/Portland/8500-SE-Washington-St-97216/home/26479820,RMLS,19366499,N,Y,45.5182102,-122.5760071
PAST SALE,May-31-2019,Single Family Residential,5609 N Commercial Ave,Portland,OR,97217,679000,3,2.5,Piedmont-Humboldt,2698,4791,1922,827,252,,Sold,,,http://www.redfin.com/OR/Portland/5609-N-Commercial-Ave-97217/home/26416497,RMLS,19360078,N,Y,45.5636204,-122.6715848
PAST SALE,May-4-2021,Single Family Residential,7125 N Seward Ave,Portland,OR,97217,716000,3,2,ARBOR LODGE/OVERLOOK,2371,4791,1926,123,302,,Sold,,,http://www.redfin.com/OR/Portland/7125-N-Seward-Ave-97217/home/25777971,RMLS,21219252,N,Y,45.5750289,-122.7041291
PAST SALE,May-3-2018,Single Family Residential,1114 NE 104th Ave,Portland,OR,97220,339000,3,1,HAZELWOOD,1374,12196,1944,1220,247,,Sold,,,http://www.redfin.com/OR/Portland/1114-NE-104th-Ave-97220/home/25738843,RMLS,18127571,N,Y,45.5308222,-122.5550284
PAST SALE,August-17-2021,Condo/Co-op,1420 NW Lovejoy St #605,Portland,OR,97209,584000,2,2,"Portland West, Raleigh Hills",1222,,1910,18,478,715,Sold,,,http://www.redfin.com/OR/Portland/1420-NW-Lovejoy-St-97209/unit-605/home/26349837,RMLS,21133779,N,Y,45.5299226,-122.6860554
PAST SALE,March-16-2018,Single Family Residential,3271 N Russet St,Portland,OR,97217,453119,2,2,Kenton,1718,3484,1909,1268,264,,Sold,,,http://www.redfin.com/OR/Portland/3271-N-Russet-St-97217/home/26627617,RMLS,18462235,N,Y,45.5779876,-122.7005207
PAST SALE,October-28-2016,Single Family Residential,3933 SE Malden St,Portland,OR,97202,495000,2,2,EASTMORELAND HEIGHTS WOODSTOCK,1292,4791,1924,1772,383,,Sold,,,http://www.redfin.com/OR/Portland/3933-SE-Malden-St-97202/home/25812275,RMLS,16356258,N,Y,45.4679025,-122.6217838
PAST SALE,March-11-2021,Single Family Residential,4520 SE Cottonwood Ct,Milwaukie,OR,97267,523348,4,3,OAK GROVE COMMUNITY COUNCIL,2007,10018,1972,177,261,,Sold,,,http://www.redfin.com/OR/Milwaukie/4520-SE-Cottonwood-Ct-97267/home/26074634,RMLS,21141002,N,Y,45.4180073,-122.616608
PAST SALE,December-1-2020,Single Family Residential,2011 NE 7th Ave,Portland,OR,97212,875000,4,3.5,IRVINGTON,2728,2613,2015,277,321,,Sold,,,http://www.redfin.com/OR/Portland/2011-NE-7th-Ave-97212/home/26475706,RMLS,20154479,N,Y,45.53721,-122.6588771
PAST SALE,June-3-2021,Single Family Residential,3115 NE Prescott St,Portland,OR,97211,575000,3,1.5,Portland Northeast,2236,3920,1913,93,257,,Sold,,,http://www.redfin.com/OR/Portland/3115-NE-Prescott-St-97211/home/26610666,RMLS,21358230,N,Y,45.555565,-122.63344
PAST SALE,June-23-2017,Single Family Residential,1123 NW 93rd Ave,Portland,OR,97229,490000,4,2.5,NW Washington Co or Sauvie Island,1853,3049,2011,1534,264,48,Sold,,,http://www.redfin.com/OR/Portland/1123-NW-93rd-Ave-97229/home/26737738,RMLS,17684940,N,Y,45.5273554,-122.7730882
PAST SALE,October-16-2018,Single Family Residential,405 SW Vermont St,Portland,OR,97219,437500,2,2,John's Landing,1200,4791,1944,1054,365,,Sold,,,http://www.redfin.com/OR/Portland/405-S-Vermont-St-97219/home/26504659,RMLS,18587319,N,Y,45.4760345,-122.6746916
PAST SALE,August-7-2020,Single Family Residential,1332 NE Fremont St,Portland,OR,97212,615000,4,2,Portland Northeast,2058,4791,1925,393,299,,Sold,,,http://www.redfin.com/OR/Portland/1332-NE-Fremont-St-97212/home/26497288,RMLS,20128154,N,Y,45.5480432,-122.6520176
PAST SALE,December-19-2017,Single Family Residential,4735 SE 47th Ave,Portland,OR,97206,396104,3,1,Portland Southeast,1126,4791,1951,1355,352,,Sold,,,http://www.redfin.com/OR/Portland/4735-SE-47th-Ave-97206/home/26599427,RMLS,17596428,N,Y,45.4879345,-122.6141084
PAST SALE,March-26-2021,Single Family Residential,6142 N Mississippi Ave,Portland,OR,97217,615000,4,2,Portland North,2556,4791,1929,162,241,,Sold,,,http://www.redfin.com/OR/Portland/6142-N-Mississippi-Ave-97217/home/26395863,RMLS,21521399,N,Y,45.5677131,-122.6756282
PAST SALE,May-24-2019,Single Family Residential,3746 NE Holman St,Portland,OR,97211,750000,3,2.5,CONCORDIA/,3012,5227,2006,834,249,,Sold,,,http://www.redfin.com/OR/Portland/3746-NE-Holman-St-97211/home/26443560,RMLS,19502992,N,Y,45.5674527,-122.6244127
PAST SALE,November-14-2019,Single Family Residential,4124 SE 134th Ave,Portland,OR,97236,349900,4,2.5,Portland Southeast,1976,6969,1963,660,177,,Sold,,,http://www.redfin.com/OR/Portland/4124-SE-134th-Ave-97236/home/26469512,RMLS,19351173,N,Y,45.4921481,-122.5251891
PAST SALE,December-7-2020,Single Family Residential,8802 N Hamlin Ave,Portland,OR,97217,535000,3,2.5,Portland North,1837,3920,2017,271,291,,Sold,,,http://www.redfin.com/OR/Portland/8802-N-Hamlin-Ave-97217/home/108557035,RMLS,20227694,N,Y,45.5863382,-122.7021153
PAST SALE,December-19-2018,Single Family Residential,4103 SE 52nd Ave,Portland,OR,97206,423655,3,2,Portland Southeast,1440,4791,1908,990,294,,Sold,,,http://www.redfin.com/OR/Portland/4103-SE-52nd-Ave-97206/home/26403834,RMLS,18011858,N,Y,45.4933815,-122.6092398
PAST SALE,April-7-2021,Single Family Residential,17770 NW Chemeketa Ct,Portland,OR,97229,600000,4,2.5,NW Washington Co or Sauvie Island,1895,5662,1990,150,317,,Sold,,,http://www.redfin.com/OR/Portland/17770-NW-Chemeketa-Ct-97229/home/26700505,RMLS,21278439,N,Y,45.5617636,-122.8601746
PAST SALE,November-22-2019,Townhouse,2611 NE Going St,Portland,OR,97211,540000,3,2.5,ALBERTA ARTS / VERNON,1544,2613,2007,652,350,,Sold,,,http://www.redfin.com/OR/Portland/2611-NE-Going-St-97211/home/25777892,RMLS,19238633,N,Y,45.556471,-122.6385731
PAST SALE,,Single Family Residential,8623 SE Taylor St,Portland,OR,97216,,3,1,,1102,4700,1943,,,,Sold,,,http://www.redfin.com/OR/Portland/8623-SE-Taylor-St-97216/home/25857648,RMLS,,N,Y,45.5156378,-122.5744183
PAST SALE,August-8-2018,Single Family Residential,12781 NW Forest Spring Ln,Portland,OR,97229,590000,4,2.5,BAUER HIGHLANDS,2416,4356,2001,1123,244,20,Sold,,,http://www.redfin.com/OR/Portland/12781-NW-Forest-Spring-Ln-97229/home/26693506,RMLS,18208993,N,Y,45.5509172,-122.8087863
PAST SALE,May-19-2017,Single Family Residential,6603 SE 93rd Ave,Portland,OR,97266,320000,3,2.5,Portland Southeast,1506,,2009,1569,212,,Sold,,,http://www.redfin.com/OR/Portland/6603-SE-93rd-Ave-97266/home/25837615,RMLS,17126278,N,Y,45.4746316,-122.5680023
PAST SALE,September-11-2017,Single Family Residential,7510 SW Mapleleaf St,Portland,OR,97223,470000,4,2,"Portland West, Raleigh Hills",2861,,1939,1454,164,,Sold,,,http://www.redfin.com/OR/Portland/7510-SW-Mapleleaf-St-97223/home/144693010,RMLS,17136780,N,Y,45.4452078,-122.754449
PAST SALE,May-18-2018,Single Family Residential,7230 N Buchanan Ave,Portland,OR,97203,442000,3,2.5,ST JOHNS,1627,4356,1997,1205,272,,Sold,,,http://www.redfin.com/OR/Portland/7230-N-Buchanan-Ave-97203/home/26504869,RMLS,18657453,N,Y,45.5858396,-122.7445463
PAST SALE,July-24-2017,Single Family Residential,1928 SE 92nd Ave,Portland,OR,97216,340000,3,1,Portland Southeast,1632,4791,1954,1503,208,,Sold,,,http://www.redfin.com/OR/Portland/1928-SE-92nd-Ave-97216/home/26327980,RMLS,17665923,N,Y,45.509073,-122.5688427
PAST SALE,April-24-2020,Single Family Residential,6825 SE 87th Ave,Portland,OR,97266,290000,2,1,Lents,720,3920,1950,498,403,,Sold,,,http://www.redfin.com/OR/Portland/6825-SE-87th-Ave-97266/home/25838641,RMLS,20006061,N,Y,45.4727946,-122.5741397
PAST SALE,June-16-2020,Single Family Residential,8009 SE Gladstone St,Portland,OR,97206,350000,3,2,Portland Southeast,1868,3920,1910,445,187,,Sold,,,http://www.redfin.com/OR/Portland/8009-SE-Gladstone-St-97206/home/26570308,RMLS,20324044,N,Y,45.4929514,-122.5806639
PAST SALE,August-31-2020,Single Family Residential,7493 NW Tanoak Ter,Portland,OR,97229,450000,3,2.5,NW Washington Co or Sauvie Island,1724,3049,2015,369,261,50,Sold,,,http://www.redfin.com/OR/Portland/7493-NW-Tanoak-Ter-97229/home/112775579,RMLS,20416648,N,Y,45.5739076,-122.8493539
PAST SALE,May-5-2020,Single Family Residential,5911 NE 28th Ave,Portland,OR,97211,635000,3,2,Concordia,2600,4791,1910,487,244,,Sold,,,http://www.redfin.com/OR/Portland/5911-NE-28th-Ave-97211/home/26460317,RMLS,20440918,N,Y,45.5654942,-122.6373628
PAST SALE,October-17-2018,Single Family Residential,13391 NW Greenwood Dr,Portland,OR,97229,880000,5,3,NW Washington Co or Sauvie Island,3754,6098,2016,1053,234,125,Sold,,,http://www.redfin.com/OR/Portland/13391-NW-Greenwood-Dr-97229/home/65681382,RMLS,18654328,N,Y,45.5608191,-122.8147239
PAST SALE,November-13-2018,Single Family Residential,9535 SW Capitol Hwy,Portland,OR,97219,450000,2,2,MULTNOMAH VILLAGE,1896,9147,1913,1026,237,,Sold,,,http://www.redfin.com/OR/Portland/9535-SW-Capitol-Hwy-97219/home/26507419,RMLS,18027344,N,Y,45.4563131,-122.7193862
PAST SALE,February-4-2020,Single Family Residential,9832 SW 6th Ave,Portland,OR,97219,490000,4,3,"Portland West, Raleigh Hills",1700,5227,1983,578,288,,Sold,,,http://www.redfin.com/OR/Portland/9832-SW-6th-Ave-97219/home/26559077,RMLS,20505767,N,Y,45.4538547,-122.6875317
PAST SALE,February-15-2018,Single Family Residential,14326 Azalea Pl,Tigard,OR,97224,510000,4,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2424,5227,2015,1297,210,38,Sold,,,http://www.redfin.com/OR/Tigard/14326-SW-Azalea-Pl-97224/home/56335632,RMLS,18321897,N,Y,45.4162834,-122.8274784
PAST SALE,April-20-2018,Single Family Residential,16942 NW Lynch Ln,Portland,OR,97229,550000,4,2.5,NW Washington Co or Sauvie Island,2490,3920,2013,1233,221,102,Sold,,,http://www.redfin.com/OR/Portland/16942-NW-Lynch-Ln-97229/home/52879619,RMLS,18452804,N,Y,45.5698156,-122.8516933
PAST SALE,December-15-2020,Single Family Residential,9457 N Fairhaven Ave,Portland,OR,97203,405000,3,2,ST JOHNS,1223,4791,1994,263,331,,Sold,,,http://www.redfin.com/OR/Portland/9457-N-Fairhaven-Ave-97203/home/26659462,RMLS,20359834,N,Y,45.5935421,-122.737878
PAST SALE,December-28-2016,Condo/Co-op,600 SE Marion St #501,Portland,OR,97202,420000,2,2,Portland Southeast,1477,,1980,1711,284,400,Sold,,,http://www.redfin.com/OR/Portland/600-SE-Marion-St-97202/unit-501/home/26497305,RMLS,16456752,N,Y,45.4604023,-122.6594946
PAST SALE,June-1-2021,Single Family Residential,5023 NE 27th Ave,Portland,OR,97211,530000,2,1,ALBERTA ARTS,791,3920,1954,95,670,,Sold,,,http://www.redfin.com/OR/Portland/5023-NE-27th-Ave-97211/home/26596549,RMLS,21349351,N,Y,45.5595107,-122.6380691
PAST SALE,June-15-2017,Condo/Co-op,8813 SE 13th Ave,Portland,OR,97202,467500,4,3,Portland Southeast,1775,,2007,1542,263,235,Sold,,,http://www.redfin.com/OR/Portland/8813-SE-13th-Ave-97202/home/26621880,RMLS,17121401,N,Y,45.4591078,-122.6531521
PAST SALE,July-23-2018,Condo/Co-op,2036 NE Hancock St,Portland,OR,97212,291000,1,1,Portland Northeast,608,,1966,1139,479,185,Sold,,,http://www.redfin.com/OR/Portland/2036-NE-Hancock-St-97212/home/26444596,RMLS,18044655,N,Y,45.5362265,-122.6450991
PAST SALE,July-30-2021,Single Family Residential,1837 SE 48th Ave,Portland,OR,97215,649900,3,1,Portland Southeast,2521,3049,1914,36,258,,Sold,,,http://www.redfin.com/OR/Portland/1837-SE-48th-Ave-97215/home/26567217,RMLS,21643073,N,Y,45.509463,-122.6133933
PAST SALE,December-27-2019,Single Family Residential,4628 NE 85th Ave,Portland,OR,97220,352000,2,1,Portland Northeast,1612,7840,1945,617,218,,Sold,,,http://www.redfin.com/OR/Portland/4628-NE-85th-Ave-97220/home/26478945,RMLS,19499154,N,Y,45.557097,-122.5754242
PAST SALE,October-15-2018,Single Family Residential,4433 SE 56th Ave,Portland,OR,97206,350000,2,1,Portland Southeast,1381,5227,1914,1055,253,,Sold,,,http://www.redfin.com/OR/Portland/4433-SE-56th-Ave-97206/home/26529585,RMLS,18291746,N,Y,45.4906824,-122.6059982
PAST SALE,August-4-2021,Condo/Co-op,1455 N Killingsworth St #217,Portland,OR,97217,270000,1,1,Killingsworth Station/Overlook,607,,2012,31,445,338,Sold,,,http://www.redfin.com/OR/Portland/1455-N-Killingsworth-St-97217/unit-217/home/40550331,RMLS,21007358,N,Y,45.5628882,-122.6817647
PAST SALE,April-15-2019,Condo/Co-op,595 NW Lost Springs Ter #102,Portland,OR,97229,290000,2,2,NW Washington Co or Sauvie Island,1124,,2009,873,258,259,Sold,,,http://www.redfin.com/OR/Portland/595-NW-Lost-Springs-Ter-97229/unit-102/home/26842471,RMLS,19176412,N,Y,45.5241334,-122.8012582
PAST SALE,February-8-2019,Single Family Residential,6325 SE 86th Ave,Portland,OR,97266,294000,3,1,LENTS,884,3920,1961,939,333,,Sold,,,http://www.redfin.com/OR/Portland/6325-SE-86th-Ave-97266/home/26658241,RMLS,18219664,N,Y,45.477077,-122.5747332
PAST SALE,June-28-2019,Single Family Residential,6618 SE 66th Ave,Portland,OR,97206,417500,3,2.5,Portland Southeast,1700,2613,2014,799,246,,Sold,,,http://www.redfin.com/OR/Portland/6618-SE-66th-Ave-97206/home/49682228,RMLS,19364037,N,Y,45.4746372,-122.5949016
PAST SALE,January-6-2021,Single Family Residential,4324 SW Fraser Ave,Portland,OR,97225,730000,4,3,"Portland West, Raleigh Hills",2732,10018,1957,241,267,,Sold,,,http://www.redfin.com/OR/Portland/4324-SW-Fraser-Ave-97225/home/26696210,RMLS,20467364,N,Y,45.4916566,-122.7447557
PAST SALE,August-17-2017,Condo/Co-op,4320 SW Corbett Ave #113,Portland,OR,97239,274900,2,2,Johns Landing,1126,,1989,1479,244,346,Sold,,,http://www.redfin.com/OR/Portland/4320-S-Corbett-Ave-97239/unit-113/home/25765317,RMLS,17349828,N,Y,45.4916709,-122.6759369
PAST SALE,September-16-2020,Condo/Co-op,1910 SW 18th Ave #41,Portland,OR,97201,345000,2,2,"Portland West, Raleigh Hills",1029,,1990,353,335,641,Sold,,,http://www.redfin.com/OR/Portland/1910-SW-18th-Ave-97201/unit-41/home/26405288,RMLS,20122084,N,Y,45.5139724,-122.6945964
PAST SALE,November-6-2019,Single Family Residential,6134 N Missouri Ave,Portland,OR,97217,475000,4,2,PIEDMONT,2636,6098,1937,668,180,,Sold,,,http://www.redfin.com/OR/Portland/6134-N-Missouri-Ave-97217/home/25771445,RMLS,19429274,N,Y,45.5675888,-122.6778122
PAST SALE,November-21-2018,Single Family Residential,4210 SE 141st Ave,Portland,OR,97236,339500,3,2,Portland Southeast,1639,7405,1998,1018,207,,Sold,,,http://www.redfin.com/OR/Portland/4210-SE-141st-Ave-97236/home/26432784,RMLS,18604756,N,Y,45.4916993,-122.5179737
PAST SALE,February-25-2021,Single Family Residential,4522 SE Lincoln St,Portland,OR,97215,601000,3,2,Richmond,2080,4791,1926,191,289,,Sold,,,http://www.redfin.com/OR/Portland/4522-SE-Lincoln-St-97215/home/26558057,RMLS,20300877,N,Y,45.5078575,-122.6155879
PAST SALE,June-30-2021,Multi-Family (2-4 Unit),104 NW 22nd Pl,Portland,OR,97210,815000,4,2,NORTHWEST DISTRICT,,,1910,66,,,Sold,,,http://www.redfin.com/OR/Portland/104-NW-22nd-Pl-97210/unit-106/home/26519853,RMLS,21143198,N,Y,45.5239627,-122.6971429
PAST SALE,May-17-2018,Single Family Residential,2204 SE 48th Ave,Portland,OR,97215,453000,2,1.5,Portland Southeast,1330,1306,2007,1206,341,,Sold,,,http://www.redfin.com/OR/Portland/2204-SE-48th-Ave-97215/home/26622942,RMLS,17103858,N,Y,45.5072946,-122.613079
PAST SALE,October-20-2017,Single Family Residential,10669 NW Harding Ct,Portland,OR,97229,525000,4,2.5,NW Washington Co or Sauvie Island,2598,6098,1994,1415,202,12,Sold,,,http://www.redfin.com/OR/Portland/10669-NW-Harding-Ct-97229/home/26624292,RMLS,17557949,N,Y,45.5401877,-122.7864541
PAST SALE,April-30-2019,Single Family Residential,1014 NE 118th Ave,Portland,OR,97220,354500,2,2,Portland Northeast,1288,10454,1925,858,275,,Sold,,,http://www.redfin.com/OR/Portland/1014-NE-118th-Ave-97220/home/26469740,RMLS,19058579,N,Y,45.5302464,-122.5411299
PAST SALE,April-1-2021,Single Family Residential,6110 SE 88th Ave,Portland,OR,97266,540000,3,2.5,Portland Southeast,2368,4356,1908,156,228,,Sold,,,http://www.redfin.com/OR/Portland/6110-SE-88th-Ave-97266/home/26437029,RMLS,21236200,N,Y,45.4784764,-122.5722786
